cell,x,y,z,volume,initial,numerical,exact,error,absError
24,8.3333333333300008e-03,3.0833333333500001e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.1354545763835016e-01,4.8028238888600000e-01,9.1354545761790507e-01,-4.3326306873190507e-01,4.3326306873190507e-01
25,1.6666666666700001e-02,3.1666666666799997e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.6602540378014503e-01,4.6246981809999999e-01,8.6602540375501247e-01,-4.0355558565501248e-01,4.0355558565501248e-01
26,1.6666666666700001e-02,3.3333333333499998e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.0901699436866892e-01,4.1572414441500000e-01,8.0901699433912355e-01,-3.9329284992412356e-01,3.9329284992412356e-01
27,8.3333333333399998e-03,3.4166666666800000e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.0901699436999863e-01,4.1572414441500000e-01,8.0901699434045271e-01,-3.9329284992545271e-01,3.9329284992545271e-01
28,8.3333333333399998e-03,3.5833333333500000e-01,5.0000000000000003e-02,3.1250000000099998e-05,7.4314482547035909e-01,3.8970719613799998e-01,7.4314482543672389e-01,-3.5343762929872391e-01,3.5343762929872391e-01
29,1.6666666666700001e-02,3.6666666666800002e-01,5.0000000000000003e-02,3.1250000000099998e-05,6.6913060635247679e-01,3.6119893624499999e-01,6.6913060631512244e-01,-3.0793167007012245e-01,3.0793167007012245e-01
30,1.6666666666700001e-02,3.8333333333500003e-01,5.0000000000000003e-02,3.1250000000099998e-05,5.8778525228383161e-01,2.9567639850600003e-01,5.8778525224316436e-01,-2.9210885373716433e-01,2.9210885373716433e-01
31,8.3333333333399998e-03,3.9166666666799999e-01,5.0000000000000003e-02,3.1250000000099998e-05,5.8778525228566170e-01,2.9567639850600003e-01,5.8778525224499523e-01,-2.9210885373899520e-01,2.9210885373899520e-01
32,8.3333333333399998e-03,4.0833333333499999e-01,5.0000000000000003e-02,3.1250000000099998e-05,4.9999999999089473e-01,2.6098474778300002e-01,4.9999999994736227e-01,-2.3901525216436226e-01,2.3901525216436226e-01
33,1.6666666666700001e-02,4.1666666666800001e-01,5.0000000000000003e-02,3.1250000000099998e-05,4.0673664306795548e-01,2.2457138589000000e-01,4.0673664302203438e-01,-1.8216525713203438e-01,1.8216525713203438e-01
34,1.6666666666700001e-02,4.3333333333500001e-01,5.0000000000000003e-02,3.1250000000099998e-05,3.0901699436478863e-01,1.4668578661199999e-01,3.0901699431698321e-01,-1.6233120770498322e-01,1.6233120770498322e-01
35,8.3333333333399998e-03,4.4166666666799997e-01,5.0000000000000003e-02,3.1250000000200002e-05,3.0901699436694013e-01,1.4668578661199999e-01,3.0901699431913382e-01,-1.6233120770713383e-01,1.6233120770713383e-01
36,8.3333333333399998e-03,4.5833333333499998e-01,5.0000000000000003e-02,3.1250000000200002e-05,2.0791169080747524e-01,1.0671529392600000e-01,2.0791169075830848e-01,-1.0119639683230848e-01,1.0119639683230848e-01
37,1.6666666666700001e-02,4.6666666666899997e-01,5.0000000000000003e-02,3.1250000000200002e-05,1.0452846325286487e-01,6.5961223602099994e-02,1.0452846320287505e-01,-3.8567239600775058e-02,3.8567239600775058e-02
38,1.6666666666700001e-02,4.8333333333500000e-01,5.0000000000000003e-02,3.1250000000099998e-05,-1.0681111210633792e-11,-1.6663452096300001e-02,-6.0947170553862342e-11,-1.6663452035352831e-02,1.6663452035352831e-02
39,8.3333333333399998e-03,4.9166666666900000e-01,5.0000000000000003e-02,3.1250000000099998e-05,-1.4702783095035959e-11,-1.6663452095299999e-02,-6.4968842438264509e-11,-1.6663452030331156e-02,1.6663452030331156e-02
40,8.3333333333399998e-03,5.0833333333499997e-01,5.0000000000000003e-02,3.1249999999799999e-05,-1.0452846327810927e-01,-5.8000196429399999e-02,-1.0452846332809952e-01,4.6528266898699523e-02,4.6528266898699523e-02
41,1.6666666666700001e-02,5.1666666666899996e-01,5.0000000000000003e-02,3.1249999999900003e-05,-2.0791169083230443e-01,-9.9105682829899996e-02,-2.0791169088147293e-01,1.0880600805157294e-01,1.0880600805157294e-01
42,1.6666666666700001e-02,5.3333333333499999e-01,5.0000000000000003e-02,3.1249999999799999e-05,-3.0901699438510616e-01,-1.7838155601100000e-01,-3.0901699443291164e-01,1.3063543842191164e-01,1.3063543842191164e-01
43,8.3333333333500004e-03,5.4166666666800001e-01,5.0000000000000003e-02,3.1249999999799999e-05,-3.0901699438301428e-01,-1.7838155601000000e-01,-3.0901699443082015e-01,1.3063543842082015e-01,1.3063543842082015e-01
44,8.3333333333500004e-03,5.5833333333500001e-01,5.0000000000000003e-02,3.1249999999799999e-05,-4.0673664308546226e-01,-2.1703822344699999e-01,-4.0673664313138302e-01,1.8969841968438303e-01,1.8969841968438303e-01
45,1.6666666666700001e-02,5.6666666666800003e-01,5.0000000000000003e-02,3.1249999999799999e-05,-5.0000000000743661e-01,-2.5447143451699999e-01,-5.0000000005096912e-01,2.4552856553396912e-01,2.4552856553396912e-01
46,1.6666666666700001e-02,5.8333333333500004e-01,5.0000000000000003e-02,3.1249999999799999e-05,-5.8778525230111467e-01,-3.2263843036599998e-01,-5.8778525234178036e-01,2.6514682197578038e-01,2.6514682197578038e-01
47,8.3333333333500004e-03,5.9166666666800005e-01,5.0000000000000003e-02,3.1249999999799999e-05,-5.8778525229933554e-01,-3.2263843036500001e-01,-5.8778525234000123e-01,2.6514682197500122e-01,2.6514682197500122e-01
48,8.3333333333500004e-03,6.0833333333499995e-01,5.0000000000000003e-02,3.1249999999799999e-05,-6.6913060636671773e-01,-3.5483103695899998e-01,-6.6913060640407329e-01,3.1429956944507331e-01,3.1429956944507331e-01
49,1.6666666666700001e-02,6.1666666666799996e-01,5.0000000000000003e-02,3.1249999999900003e-05,-7.4314482548313976e-01,-3.8492774918599998e-01,-7.4314482551677408e-01,3.5821707633077410e-01,3.5821707633077410e-01
50,1.6666666666700001e-02,6.3333333333399999e-01,5.0000000000000003e-02,3.1249999999799999e-05,-8.0901699437753261e-01,-4.3531320720299999e-01,-8.0901699440707819e-01,3.7370378720407821e-01,3.7370378720407821e-01
51,8.3333333333500004e-03,6.4166666666799999e-01,5.0000000000000003e-02,3.1249999999799999e-05,-8.0901699437993302e-01,-4.3531320720299999e-01,-8.0901699440947861e-01,3.7370378720647862e-01,3.7370378720647862e-01
52,8.3333333333500004e-03,6.5833333333400001e-01,5.0000000000000003e-02,3.1249999999799999e-05,-8.6602540378658510e-01,-4.5789051632000000e-01,-8.6602540381171866e-01,4.0813488749171867e-01,4.0813488749171867e-01
53,1.6666666666700001e-02,6.6666666666800001e-01,5.0000000000000003e-02,3.1249999999900003e-05,-9.1354545764609352e-01,-4.7770465381600002e-01,-9.1354545766653894e-01,4.3584080385053892e-01,4.3584080385053892e-01
54,1.6666666666700001e-02,6.8333333333400004e-01,5.0000000000000003e-02,3.1249999999900003e-05,-9.5105651629651267e-01,-5.0537649431300002e-01,-9.5105651631204569e-01,4.4568002199904566e-01,4.4568002199904566e-01
55,8.3333333333500004e-03,6.9166666666700005e-01,5.0000000000000003e-02,3.1249999999900003e-05,-9.5105651629583310e-01,-5.0537649431400000e-01,-9.5105651631136612e-01,4.4568002199736612e-01,4.4568002199736612e-01
56,8.3333333333500004e-03,7.0833333333399995e-01,5.0000000000000003e-02,3.1249999999900003e-05,-9.7814760073469820e-01,-5.1612848163400005e-01,-9.7814760074514928e-01,4.6201911911114923e-01,4.6201911911114923e-01
57,1.6666666666700001e-02,7.1666666666699996e-01,5.0000000000000003e-02,3.1249999999900003e-05,-9.9452189536851410e-01,-5.2372049856799996e-01,-9.9452189537376845e-01,4.7080139680576849e-01,4.7080139680576849e-01
58,1.6666666666700001e-02,7.3333333333399997e-01,5.0000000000000003e-02,3.1249999999900003e-05,-1.0000000000000000e+00,-5.2597000899599999e-01,-1.0000000000000000e+00,4.7402999100400001e-01,4.7402999100400001e-01
59,8.3333333333599994e-03,7.4166666666699999e-01,5.0000000000000003e-02,3.1249999999900003e-05,-1.0000000000000000e+00,-5.2597000899699997e-01,-1.0000000000000000e+00,4.7402999100300003e-01,4.7402999100300003e-01
60,8.3333333333599994e-03,7.5833333333399999e-01,5.0000000000000003e-02,3.1249999999900003e-05,-9.9452189536781799e-01,-5.2384419508699998e-01,-9.9452189536256363e-01,4.7067770027556366e-01,4.7067770027556366e-01
61,1.6666666666700001e-02,7.6666666666700001e-01,5.0000000000000003e-02,3.1249999999900003e-05,-9.7814760073332663e-01,-5.1847093194299998e-01,-9.7814760072287565e-01,4.5967666877987567e-01,4.5967666877987567e-01
62,1.6666666666700001e-02,7.8333333333300004e-01,5.0000000000000003e-02,3.1249999999900003e-05,-9.5105651629573607e-01,-4.9507791455000000e-01,-9.5105651628020293e-01,4.5597860173020294e-01,4.5597860173020294e-01
63,8.3333333333599994e-03,7.9166666666700003e-01,5.0000000000000003e-02,3.1249999999900003e-05,-9.5105651629445453e-01,-4.9507791455099998e-01,-9.5105651627892152e-01,4.5597860172792154e-01,4.5597860172792154e-01
64,8.3333333333599994e-03,8.0833333333299995e-01,5.0000000000000003e-02,3.1249999999900003e-05,-9.1354545764338502e-01,-4.8028238888800001e-01,-9.1354545762293993e-01,4.3326306873493992e-01,4.3326306873493992e-01
65,1.6666666666700001e-02,8.1666666666700005e-01,5.0000000000000003e-02,3.1249999999900003e-05,-8.6602540378328663e-01,-4.6246981810100002e-01,-8.6602540375815362e-01,4.0355558565715360e-01,4.0355558565715360e-01
66,1.6666666666700001e-02,8.3333333333299997e-01,5.0000000000000003e-02,3.1249999999900003e-05,-8.0901699437605534e-01,-4.1572414441700001e-01,-8.0901699434650920e-01,3.9329284992950919e-01,3.9329284992950919e-01
67,8.3333333333599994e-03,8.4166666666599999e-01,5.0000000000000003e-02,3.1249999999900003e-05,-8.0901699437731145e-01,-4.1572414441700001e-01,-8.0901699434776575e-01,3.9329284993076574e-01,3.9329284993076574e-01
68,8.3333333333599994e-03,8.5833333333299999e-01,5.0000000000000003e-02,3.1249999999900003e-05,-7.4314482547868421e-01,-3.8970719613999999e-01,-7.4314482544504912e-01,3.5343762930504913e-01,3.5343762930504913e-01
69,1.6666666666700001e-02,8.6666666666600001e-01,5.0000000000000003e-02,3.1249999999900003e-05,-6.6913060636181521e-01,-3.6119893624700000e-01,-6.6913060632446020e-01,3.0793167007746020e-01,3.0793167007746020e-01
70,1.6666666666700001e-02,8.8333333333300001e-01,5.0000000000000003e-02,3.1250000000200002e-05,-5.8778525229399803e-01,-2.9567639850700000e-01,-5.8778525225333267e-01,2.9210885374633266e-01,2.9210885374633266e-01
71,8.3333333333599994e-03,8.9166666666600003e-01,5.0000000000000003e-02,3.1250000000200002e-05,-5.8778525229572687e-01,-2.9567639850799998e-01,-5.8778525225506006e-01,2.9210885374706008e-01,2.9210885374706008e-01
72,8.3333333333599994e-03,9.0833333333300004e-01,5.0000000000000003e-02,3.1250000000200002e-05,-5.0000000000166878e-01,-2.6098474778399999e-01,-4.9999999995813788e-01,2.3901525217413788e-01,2.3901525217413788e-01
73,1.6666666666700001e-02,9.1666666666600005e-01,5.0000000000000003e-02,3.1250000000200002e-05,-4.0673664307943519e-01,-2.2457138589100001e-01,-4.0673664303351487e-01,1.8216525714251486e-01,1.8216525714251486e-01
74,1.6666666666700001e-02,9.3333333333299995e-01,5.0000000000000003e-02,3.1250000000200002e-05,-3.0901699437674013e-01,-1.4668578661300000e-01,-3.0901699432893426e-01,1.6233120771593426e-01,1.6233120771593426e-01
75,8.3333333333700001e-03,9.4166666666599996e-01,5.0000000000000003e-02,3.1250000000299999e-05,-3.0901699437871250e-01,-1.4668578661400000e-01,-3.0901699433090579e-01,1.6233120771690579e-01,1.6233120771690579e-01
76,8.3333333333700001e-03,9.5833333333299997e-01,5.0000000000000003e-02,3.1250000000299999e-05,-2.0791169081958255e-01,-1.0671529392699999e-01,-2.0791169077041577e-01,1.0119639684341578e-01,1.0119639684341578e-01
77,1.6666666666700001e-02,9.6666666666699996e-01,5.0000000000000003e-02,3.1250000000299999e-05,-1.0452846326536298e-01,-6.5961223603399996e-02,-1.0452846321537140e-01,3.8567239611971407e-02,3.8567239611971407e-02
78,1.6666666666700001e-02,9.8333333333299999e-01,5.0000000000000003e-02,3.1250000000299999e-05,-1.8849595359634953e-12,1.6663452095299999e-02,4.8381099807265050e-11,1.6663452046918898e-02,1.6663452046918898e-02
79,8.3333333333700001e-03,9.9166666666699999e-01,5.0000000000000003e-02,3.1250000000299999e-05,2.3241179949953982e-12,1.6663452094400000e-02,5.2590177338223943e-11,1.6663452041809822e-02,1.6663452041809822e-02
80,4.1666666666600002e-02,8.3333333333700001e-03,5.0000000000000003e-02,3.1250000000099998e-05,3.0901699437476815e-01,1.7838155601200001e-01,3.0901699442257419e-01,-1.3063543841057418e-01,1.3063543841057418e-01
81,3.3333333333299998e-02,1.6666666666700001e-02,5.0000000000000003e-02,3.1250000000099998e-05,3.0901699437494740e-01,1.7838155601000000e-01,3.0901699442275327e-01,-1.3063543841275327e-01,1.3063543841275327e-01
82,3.3333333333299998e-02,3.3333333333499998e-02,5.0000000000000003e-02,3.1250000000099998e-05,4.0673664307656548e-01,2.1703822344699999e-01,4.0673664312248542e-01,-1.8969841967548542e-01,1.8969841967548542e-01
83,4.1666666666600002e-02,4.1666666666800002e-02,5.0000000000000003e-02,3.1250000000099998e-05,5.0000000000036282e-01,2.5447143451699999e-01,5.0000000004389578e-01,-2.4552856552689578e-01,2.4552856552689578e-01
84,4.1666666666600002e-02,5.8333333333600003e-02,5.0000000000000003e-02,3.1250000000099998e-05,5.8778525229348977e-01,3.2263843036700002e-01,5.8778525233415524e-01,-2.6514682196715522e-01,2.6514682196715522e-01
85,3.3333333333299998e-02,6.6666666666900007e-02,5.0000000000000003e-02,3.1250000000099998e-05,5.8778525229348977e-01,3.2263843036599998e-01,5.8778525233415524e-01,-2.6514682196815526e-01,2.6514682196815526e-01
86,3.3333333333299998e-02,8.3333333333699994e-02,5.0000000000000003e-02,3.1250000000099998e-05,6.6913060636041455e-01,3.5483103695899998e-01,6.6913060639777000e-01,-3.1429956943877002e-01,3.1429956943877002e-01
87,4.1666666666600002e-02,9.1666666667000005e-02,5.0000000000000003e-02,3.1250000000099998e-05,7.4314482547851535e-01,3.8492774918700001e-01,7.4314482551215044e-01,-3.5821707632515043e-01,3.5821707632515043e-01
88,4.1666666666600002e-02,1.0833333333400000e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.0901699437716323e-01,4.3531320720400002e-01,8.0901699440670971e-01,-3.7370378720270969e-01,3.7370378720270969e-01
89,3.3333333333299998e-02,1.1666666666700000e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.0901699437605534e-01,4.3531320720299999e-01,8.0901699440560082e-01,-3.7370378720260083e-01,3.7370378720260083e-01
90,3.3333333333299998e-02,1.3333333333399999e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.6602540378642823e-01,4.5789051632099997e-01,8.6602540381156146e-01,-4.0813488749056148e-01,4.0813488749056148e-01
91,4.1666666666600002e-02,1.4166666666700001e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.1354545764328243e-01,4.7770465381700000e-01,9.1354545766372774e-01,-4.3584080384672774e-01,4.3584080384672774e-01
92,4.1666666666600002e-02,1.5833333333399999e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.5105651629631849e-01,5.0537649431499998e-01,9.5105651631185140e-01,-4.4568002199685142e-01,4.4568002199685142e-01
93,3.3333333333299998e-02,1.6666666666700000e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.5105651629573607e-01,5.0537649431400000e-01,9.5105651631126908e-01,-4.4568002199726908e-01,4.4568002199726908e-01
94,3.3333333333299998e-02,1.8333333333400001e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.7814760073463303e-01,5.1612848163400005e-01,9.7814760074508389e-01,-4.6201911911108384e-01,4.6201911911108384e-01
95,4.1666666666600002e-02,1.9166666666700000e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.9452189536844848e-01,5.2372049856799996e-01,9.9452189537370284e-01,-4.7080139680570288e-01,4.7080139680570288e-01
96,4.1666666666600002e-02,2.0833333333400000e-01,5.0000000000000003e-02,3.1250000000099998e-05,1.0000000000000000e+00,5.2597000899699997e-01,1.0000000000000000e+00,-4.7402999100300003e-01,4.7402999100300003e-01
97,3.3333333333299998e-02,2.1666666666800000e-01,5.0000000000000003e-02,3.1250000000099998e-05,1.0000000000000000e+00,5.2597000899699997e-01,1.0000000000000000e+00,-4.7402999100300003e-01,4.7402999100300003e-01
98,3.3333333333299998e-02,2.3333333333400000e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.9452189536785740e-01,5.2384419508699998e-01,9.9452189536260316e-01,-4.7067770027560318e-01,4.7067770027560318e-01
99,4.1666666666600002e-02,2.4166666666799999e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.7814760073215101e-01,5.1847093194399996e-01,9.7814760072169993e-01,-4.5967666877769997e-01,4.5967666877769997e-01
100,4.1666666666699999e-02,2.5833333333399999e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.5105651629379451e-01,4.9507791455099998e-01,9.5105651627826138e-01,-4.5597860172726140e-01,4.5597860172726140e-01
101,3.3333333333299998e-02,2.6666666666799999e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.5105651629262955e-01,4.9507791454900002e-01,9.5105651627709653e-01,-4.5597860172809651e-01,4.5597860172809651e-01
102,3.3333333333299998e-02,2.8333333333400001e-01,5.0000000000000003e-02,3.1250000000099998e-05,9.1354545764098227e-01,4.8028238888699998e-01,9.1354545762053718e-01,-4.3326306873353720e-01,4.3326306873353720e-01
103,4.1666666666699999e-02,2.9166666666800001e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.6602540378014503e-01,4.6246981809999999e-01,8.6602540375501247e-01,-4.0355558565501248e-01,4.0355558565501248e-01
104,4.1666666666699999e-02,3.0833333333500001e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.0901699436866892e-01,4.1572414441599997e-01,8.0901699433912355e-01,-3.9329284992312358e-01,3.9329284992312358e-01
105,3.3333333333299998e-02,3.1666666666799997e-01,5.0000000000000003e-02,3.1250000000099998e-05,8.0901699437014640e-01,4.1572414441500000e-01,8.0901699434060093e-01,-3.9329284992560093e-01,3.9329284992560093e-01
106,3.3333333333299998e-02,3.3333333333499998e-01,5.0000000000000003e-02,3.1250000000099998e-05,7.4314482547052729e-01,3.8970719613799998e-01,7.4314482543689275e-01,-3.5343762929889277e-01,3.5343762929889277e-01
107,4.1666666666699999e-02,3.4166666666800000e-01,5.0000000000000003e-02,3.1250000000099998e-05,6.6913060635247712e-01,3.6119893624499999e-01,6.6913060631512244e-01,-3.0793167007012245e-01,3.0793167007012245e-01
108,4.1666666666699999e-02,3.5833333333500000e-01,5.0000000000000003e-02,3.1250000000099998e-05,5.8778525228383194e-01,2.9567639850499999e-01,5.8778525224316436e-01,-2.9210885373816436e-01,2.9210885373816436e-01
109,3.3333333333299998e-02,3.6666666666800002e-01,5.0000000000000003e-02,3.1250000000099998e-05,5.8778525228586465e-01,2.9567639850600003e-01,5.8778525224519929e-01,-2.9210885373919926e-01,2.9210885373919926e-01
110,3.3333333333299998e-02,3.8333333333500003e-01,5.0000000000000003e-02,3.1250000000099998e-05,4.9999999999111239e-01,2.6098474778199998e-01,4.9999999994758071e-01,-2.3901525216558073e-01,2.3901525216558073e-01
111,4.1666666666699999e-02,3.9166666666799999e-01,5.0000000000000003e-02,3.1250000000099998e-05,4.0673664306795593e-01,2.2457138588900000e-01,4.0673664302203438e-01,-1.8216525713303439e-01,1.8216525713303439e-01
112,4.1666666666699999e-02,4.0833333333499999e-01,5.0000000000000003e-02,3.1250000000099998e-05,3.0901699436478908e-01,1.4668578661100001e-01,3.0901699431698321e-01,-1.6233120770598319e-01,1.6233120770598319e-01
113,3.3333333333400002e-02,4.1666666666800001e-01,5.0000000000000003e-02,3.1250000000099998e-05,3.0901699436658153e-01,1.4668578661199999e-01,3.0901699431877566e-01,-1.6233120770677567e-01,1.6233120770677567e-01
114,3.3333333333400002e-02,4.3333333333500001e-01,5.0000000000000003e-02,3.1250000000099998e-05,2.0791169080710645e-01,1.0671529392500000e-01,2.0791169075793839e-01,-1.0119639683293839e-01,1.0119639683293839e-01
115,4.1666666666699999e-02,4.4166666666799997e-01,5.0000000000000003e-02,3.1250000000099998e-05,1.0452846325911387e-01,6.5961223601699995e-02,1.0452846320912185e-01,-3.8567239607421852e-02,3.8567239607421852e-02
116,4.1666666666699999e-02,4.5833333333499998e-01,5.0000000000000003e-02,3.1250000000099998e-05,-1.0681111210633792e-11,-1.6663452096700001e-02,-6.0947170553862342e-11,-1.6663452035752830e-02,1.6663452035752830e-02
117,3.3333333333400002e-02,4.6666666666899997e-01,5.0000000000000003e-02,3.1250000000200002e-05,-1.5079370744988812e-11,-1.6663452096400001e-02,-6.5345430088217363e-11,-1.6663452031054571e-02,1.6663452031054571e-02
118,3.3333333333400002e-02,4.8333333333500000e-01,5.0000000000000003e-02,3.1250000000099998e-05,-1.0452846327848468e-01,-5.8000196430700000e-02,-1.0452846332847582e-01,4.6528266897775818e-02,4.6528266897775818e-02
119,4.1666666666699999e-02,4.9166666666900000e-01,5.0000000000000003e-02,3.1250000000099998e-05,-2.0791169083230443e-01,-9.9105682831400005e-02,-2.0791169088147293e-01,1.0880600805007293e-01,1.0880600805007293e-01
120,4.1666666666699999e-02,5.0833333333499997e-01,5.0000000000000003e-02,3.1249999999900003e-05,-3.0901699438510616e-01,-1.7838155601200001e-01,-3.0901699443291164e-01,1.3063543842091163e-01,1.3063543842091163e-01
121,3.3333333333400002e-02,5.1666666666899996e-01,5.0000000000000003e-02,3.1249999999900003e-05,-3.0901699438928915e-01,-1.7838155601100000e-01,-3.0901699443709463e-01,1.3063543842609462e-01,1.3063543842609462e-01
122,3.3333333333400002e-02,5.3333333333499999e-01,5.0000000000000003e-02,3.1249999999799999e-05,-4.0673664308574947e-01,-2.1703822344699999e-01,-4.0673664313167024e-01,1.8969841968467024e-01,1.8969841968467024e-01
123,4.1666666666699999e-02,5.4166666666800001e-01,5.0000000000000003e-02,3.1249999999799999e-05,-5.0000000000743661e-01,-2.5447143451699999e-01,-5.0000000005096912e-01,2.4552856553396912e-01,2.4552856553396912e-01
